App,Category,Reviews,Size,Installs,IsFree,Price,Age,Genre,Last_Updated,Current_Ver,Android_Ver,Rating,Size_MB,Last_Updated_Year,Version,Min_Android,Is_Free,Category_Code,Price_Code,Genre_Code
Home Pony 2,FAMILY,20977,26M,1000000.0,Free,0,Everyone,Simulation,18-Jun-18,1.4.5,4.0 and up,4.0,26.0,2018.0,1.4,4.0,1,12,0,94
Eh Volevi!,FAMILY,1619,7.0M,100000.0,Free,0,Everyone,Entertainment,7-Oct-17,1.2.1,4.0 and up,3.9,7.0,2017.0,1.2,4.0,1,12,0,52
VITEK EH DVR Viewer (Pro),TOOLS,78,3.3M,10000.0,Free,0,Everyone,Tools,11-Oct-13,1.2.10,2.2 and up,3.5,3.3,2013.0,1.2,2.2,1,30,0,104
EH!,LIFESTYLE,10,8.7M,1000.0,Free,0,Everyone,Lifestyle,18-Jul-18,7.2.2,4.1 and up,4.6,8.7,2018.0,7.2,4.1,1,19,0,65
Arogyam EH,MEDICAL,18,3.5M,1000.0,Free,0,Everyone,Medical,12-May-18,1.9,4.0.3 and up,3.6,3.5,2018.0,1.9,4.0,1,21,0,68
Eh Amego!,GAME,13388,7.1M,500000.0,Free,0,Everyone,Arcade,24-Aug-15,2.0.5,2.2 and up,3.8,7.1,2015.0,2.0,2.2,1,15,0,7
EH kontrollrakendus,TOOLS,43,2.3M,5000.0,Free,0,Everyone,Tools,10-Oct-17,3.1.8,4.1 and up,3.4,2.3,2017.0,3.1,4.1,1,30,0,104
Fit the Fat 2,SPORTS,35746,55M,5000000.0,Free,0,Everyone,Sports,15-Dec-17,1.4.3,4.0.3 and up,3.8,55.0,2017.0,1.4,4.0,1,29,0,99
My Theme Park: RollerCoaster & Water Park Tycoon,FAMILY,128,41M,10000.0,Free,0,Everyone 10+,Strategy,12-Jun-18,1.5,4.2 and up,4.2,41.0,2018.0,1.5,4.2,1,12,0,101
Doomsday Preppers™,FAMILY,137167,52M,1000000.0,Free,0,Everyone,Strategy,17-Jan-17,130.48.08,4.0.3 and up,4.2,52.0,2017.0,130.48,4.0,1,12,0,101
MazeMilitia Classic Multiplayer Shooting Game,GAME,1294,44M,50000.0,Free,0,Mature 17+,Action,8-Mar-18,1.2,4.1 and up,4.4,44.0,2018.0,1.2,4.1,1,15,0,1
Endress+Hauser Operations,BUSINESS,234,3.4M,10000.0,Free,0,Everyone,Business,16-Apr-18,2.4.3.1523,4.0 and up,4.5,3.4,2018.0,2.4,4.0,1,5,0,22
Soldiers of Glory: Modern War,FAMILY,64815,23M,5000000.0,Free,0,Teen,Strategy,1-Jun-18,1.7.5,2.3 and up,4.2,23.0,2018.0,1.7,2.3,1,12,0,101
Driving School 3D 2017,FAMILY,5075,48M,500000.0,Free,0,Everyone,Simulation,4-Apr-17,2.1.5,3.0 and up,3.9,48.0,2017.0,2.1,3.0,1,12,0,94
Ludo Family Dice Game,FAMILY,3593,19M,500000.0,Free,0,Everyone,Board;Brain Games,7-Mar-18,1.4,4.1 and up,4.2,19.0,2018.0,1.4,4.1,1,12,0,18
Mad Skills Motocross,GAME,32522,44M,1000000.0,Free,0,Everyone,Racing,25-Jan-16,1.2.0,2.0 and up,4.0,44.0,2016.0,1.2,2.0,1,15,0,85
Masterchef Cooking Games: Fun Restaurant & Kitchen,FAMILY,1036,33M,100000.0,Free,0,Everyone,Casual,6-Jul-18,2.6,2.3 and up,3.9,33.0,2018.0,2.6,2.3,1,12,0,27
US Army Training Courses Game,FAMILY,27130,35M,5000000.0,Free,0,Everyone,Simulation,8-Dec-17,1.4,2.3 and up,4.1,35.0,2017.0,1.4,2.3,1,12,0,94
Pineapple Pen,GAME,157264,65M,10000000.0,Free,0,Everyone,Arcade,30-Dec-16,1.31,4.0.3 and up,4.3,65.0,2016.0,1.31,4.0,1,15,0,7
Instant Buttons: The Best Soundboard,FAMILY,157322,9.2M,5000000.0,Free,0,Teen,Entertainment,5-Jan-18,1.0.15,4.1 and up,4.5,9.2,2018.0,1.0,4.1,1,12,0,52
Grand Bat Superhero Flying Assault Rescue Mission,GAME,1094,37M,500000.0,Free,0,Teen,Action,9-Jul-18,1.1,4.1 and up,4.4,37.0,2018.0,1.1,4.1,1,15,0,1
Zombie Frontier,GAME,326689,20M,10000000.0,Free,0,Teen,Action,30-May-18,1.31,4.2 and up,4.2,20.0,2018.0,1.31,4.2,1,15,0,1
eHub,BUSINESS,6969,4.8M,100000.0,Free,0,Everyone,Business,29-Jun-18,3.9.11,4.4 and up,4.2,4.8,2018.0,3.9,4.4,1,5,0,22
Heart Surgery Emergency Doctor,FAMILY,2248,29M,100000.0,Free,0,Teen,Educational,28-Apr-17,1.3,4.0 and up,4.1,29.0,2017.0,1.3,4.0,1,12,0,46
100 Doors of Revenge,FAMILY,105766,48M,10000000.0,Free,0,Teen,Puzzle,24-May-18,2.2.2,4.4 and up,4.1,48.0,2018.0,2.2,4.4,1,12,0,80
Lie Detector Prank,FAMILY,80313,3.7M,10000000.0,Free,0,Everyone,Casual,22-Nov-17,1.7,2.3 and up,3.9,3.7,2017.0,1.7,2.3,1,12,0,27
Princess Palace: Royal Pony,FAMILY,11442,66M,1000000.0,Free,0,Everyone,Educational;Creativity,30-Jun-16,1.4,2.3 and up,4.4,66.0,2016.0,1.4,2.3,1,12,0,49
EI Mobile,FINANCE,4231,82M,100000.0,Free,0,Everyone,Finance,19-Jul-18,4.3.0,4.2 and up,3.8,82.0,2018.0,4.3,4.2,1,13,0,59
TAMAGO,FAMILY,42515,1.6M,5000000.0,Free,0,Everyone,Casual,23-May-18,1.0.3,2.3.3 and up,3.0,1.6,2018.0,1.0,2.3,1,12,0,27
Ei Electronics AudioLINK,TOOLS,59,1.8M,10000.0,Free,0,Everyone,Tools,19-Oct-17,2.3.1,4.0 and up,3.4,1.8,2017.0,2.3,4.0,1,30,0,104
NEMA ei,BUSINESS,4,12M,100.0,Free,0,Everyone,Business,6-Nov-17,1.0.4,4.4 and up,5.0,12.0,2017.0,1.0,4.4,1,5,0,22
the Egg - crack the egg,FAMILY,211,14M,10000.0,Free,0,Everyone,Casual,21-Nov-16,1.1.0,2.3 and up,4.1,14.0,2016.0,1.1,2.3,1,12,0,27
EI SmartMiles,FINANCE,9,3.8M,1000.0,Free,0,Everyone,Finance,21-Jan-18,1.0.0,4.0 and up,2.4,3.8,2018.0,1.0,4.0,1,13,0,59
Code on the egg,TOOLS,146,784k,10000.0,Free,0,Everyone,Tools,10-Apr-17,1.15,2.2 and up,3.9,0.765625,2017.0,1.15,2.2,1,30,0,104
EI Calculator,TOOLS,8,1.5M,100.0,Free,0,Everyone,Tools,23-May-16,1.3,1.6 and up,4.0,1.5,2016.0,1.3,1.6,1,30,0,104
Tamago egg,GAME,49,7.1M,5000.0,Free,0,Everyone,Trivia,31-Oct-17,1.0.1,2.3.3 and up,3.0,7.1,2017.0,1.0,2.3,1,15,0,108
ei Calc,TOOLS,2,19M,10.0,Free,0,Everyone,Tools,12-Oct-15,1.2.2,2.3 and up,5.0,19.0,2015.0,1.2,2.3,1,30,0,104
Disaster Will Strike,FAMILY,14692,45M,1000000.0,Free,0,Everyone,Puzzle,19-Jul-18,1.173.126,4.1 and up,4.5,45.0,2018.0,1.173,4.1,1,12,0,80
Egg: clicker,FAMILY,40678,15M,1000000.0,Free,0,Everyone,Casual,22-May-17,2.1.3,4.0 and up,3.7,15.0,2017.0,2.1,4.0,1,12,0,27
Survival: Prison Escape,GAME,127810,33M,10000000.0,Free,0,Mature 17+,Action,1-Aug-18,1.8.8,4.4 and up,4.0,33.0,2018.0,1.8,4.4,1,15,0,1
Crack the blue angry birds egg,FAMILY,85,2.1M,10000.0,Free,0,Everyone,Puzzle,22-Apr-16,1.0.0,2.1 and up,3.2,2.1,2016.0,1.0,2.1,1,12,0,80
Tamago Tap Clicker Egg,FAMILY,209,16M,50000.0,Free,0,Everyone,Casual,19-Oct-16,1.1,2.3 and up,3.6,16.0,2016.0,1.1,2.3,1,12,0,27
Tap The Easter Egg!,FAMILY,111,3.3M,5000.0,Free,0,Everyone,Casual,18-Mar-16,1.7,2.3 and up,3.2,3.3,2016.0,1.7,2.3,1,12,0,27
Esporte Interativo Plus,SPORTS,27179,20M,1000000.0,Free,0,Everyone,Sports,30-Jul-18,5.12.1,4.1 and up,3.7,20.0,2018.0,5.12,4.1,1,29,0,99
Aaj Bangla: ei samay er khobor,NEWS_AND_MAGAZINES,34,3.8M,1000.0,Free,0,Everyone,News & Magazines,15-Jan-17,6.7,2.3 and up,4.9,3.8,2017.0,6.7,2.3,1,22,0,72
PJ Masks: HQ,FAMILY,13731,55M,1000000.0,Free,0,Everyone,Entertainment;Action & Adventure,22-Jun-18,1.2.1,4.0 and up,4.1,55.0,2018.0,1.2,4.0,1,12,0,53
TAMAGO Monsters Returns,GAME,104583,37M,1000000.0,Free,0,Everyone,Arcade,18-Aug-16,3.45,2.3 and up,4.1,37.0,2016.0,3.45,2.3,1,15,0,7
EJ Elite Prospects League,SPORTS,3,12M,1000.0,Free,0,Everyone,Sports,23-Feb-18,5.5.4,4.1 and up,3.3,12.0,2018.0,5.5,4.1,1,29,0,99
Ambulance Rescue Simulator 17,FAMILY,6669,31M,1000000.0,Free,0,Everyone,Simulation,1-Mar-18,1.0.8,2.3 and up,4.3,31.0,2018.0,1.0,2.3,1,12,0,94
Bad Piggies HD,FAMILY,764967,69M,10000000.0,Free,0,Everyone,Puzzle,5-Jul-18,2.3.4,4.1 and up,4.4,69.0,2018.0,2.3,4.1,1,12,0,80
Extreme Super Car Driving 3D,GAME,23104,48M,1000000.0,Free,0,Everyone,Racing,5-Aug-15,2.2,2.3.3 and up,3.9,48.0,2015.0,2.2,2.3,1,15,0,85
Fast Racing Car Simulator,GAME,8482,45M,1000000.0,Free,0,Everyone,Racing,10-Aug-15,1.3,2.3.3 and up,3.8,45.0,2015.0,1.3,2.3,1,15,0,85
Stickman Warriors Heroes 2,GAME,13714,41M,1000000.0,Free,0,Everyone 10+,Action,15-Apr-17,1.0.4,4.0.3 and up,4.4,41.0,2017.0,1.0,4.0,1,15,0,1
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,240,65M,50000.0,Free,0,Teen,Action,3-Oct-17,1.0.2,4.0 and up,4.3,65.0,2017.0,1.0,4.0,1,15,0,1
Learn Music Notes,FAMILY,143,4.4M,1000.0,Paid,1.99,Everyone,Music;Music & Video,17-Jun-18,1.2.1,2.2 and up,4.7,4.4,2018.0,1.2,2.2,0,12,15,71
Luxury Car Simulator,FAMILY,35989,46M,1000000.0,Free,0,Everyone,Simulation,7-Aug-15,2.3,2.3.3 and up,3.9,46.0,2015.0,2.3,2.3,1,12,0,94
Dubai Racing,GAME,16237,23M,500000.0,Free,0,Everyone,Racing,23-Dec-15,1.9.1,2.3 and up,4.2,23.0,2015.0,1.9,2.3,1,15,0,85
Office Bike Racing Simulator,FAMILY,21149,30M,1000000.0,Free,0,Everyone,Simulation,9-Oct-15,2.1,2.3 and up,3.8,30.0,2015.0,2.1,2.3,1,12,0,94
Booking Revolution,SPORTS,140883,59M,5000000.0,Free,0,Teen,Sports,21-Jul-18,1.932,4.0 and up,4.2,59.0,2018.0,1.932,4.0,1,29,0,99
Nights Keeper (do not disturb),LIFESTYLE,16426,1.6M,500000.0,Free,0,Everyone,Lifestyle,26-Feb-17,2.7.8,2.2 and up,4.5,1.6,2017.0,2.7,2.2,1,19,0,65
WIZARD Card Game,GAME,48,4.1M,1000.0,Paid,1.99,Everyone,Card,15-Dec-14,1.0.141215,2.1 and up,4.0,4.1,2014.0,1.0,2.1,0,15,15,23
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,30,47M,5000.0,Free,0,Everyone,Action,2-Jul-18,1.1,4.1 and up,4.4,47.0,2018.0,1.1,4.1,1,15,0,1
Ghost Hunting camera,GAME,3048,24M,500000.0,Free,0,Teen,Action,6-Mar-17,1.1,2.3 and up,3.5,24.0,2017.0,1.1,2.3,1,15,0,1
Santa Panda Bubble Christmas,GAME,101,31M,10000.0,Free,0,Everyone,Arcade,14-Mar-17,1.5,4.0 and up,4.1,31.0,2017.0,1.5,4.0,1,15,0,7
TeamWard – live help for LoL,FAMILY,3136,2.7M,100000.0,Free,0,Everyone,Entertainment,27-Jun-18,2.19.6,4.0.3 and up,4.8,2.7,2018.0,2.19,4.0,1,12,0,52
3D Metal Piano Keys Keyboard Theme,FOOD_AND_DRINK,467,7.3M,100000.0,Free,0,Everyone,Food & Drink,1-Jul-18,6.7.1,4.0.3 and up,4.4,7.3,2018.0,6.7,4.0,1,14,0,60
OffRoad US Army Train Driving Simulator,FAMILY,1216,59M,500000.0,Free,0,Everyone 10+,Simulation,11-Jun-18,1.3,4.1 and up,4.3,59.0,2018.0,1.3,4.1,1,12,0,94
Do Not Disturb! 2 - Challenge Your Prank Skills!,FAMILY,34417,48M,1000000.0,Free,0,Everyone,Educational,6-Aug-18,1.0.9,4.1 and up,4.0,48.0,2018.0,1.0,4.1,1,12,0,46
WiFi Tether Router,COMMUNICATION,5599,1.3M,100000.0,Paid,2.9,Everyone,Communication,2-Jul-18,6.2.7,1.6 and up,4.2,1.3,2018.0,6.2,1.6,0,7,38,36
Local weather Forecast,WEATHER,5482,12M,1000000.0,Free,0,Everyone,Weather,7-Aug-18,2.42,4.0.3 and up,4.4,12.0,2018.0,2.42,4.0,1,33,0,113
EK Platinum,LIFESTYLE,52,10M,10000.0,Free,0,Everyone,Lifestyle,26-Dec-17,1.0.6®,4.0 and up,3.8,10.0,2017.0,1.0,4.0,1,19,0,65
Ek Onkar,FAMILY,107,18M,10000.0,Free,0,Everyone,Entertainment,3-Apr-16,1.3,4.0 and up,4.9,18.0,2016.0,1.3,4.0,1,12,0,52
Racing Moto,GAME,697805,7.4M,50000000.0,Free,0,Everyone,Racing,3-Jul-18,1.2.13,3.0 and up,4.3,7.4,2018.0,1.2,3.0,1,15,0,85
Alex Fuel Calculator for EK,TOOLS,19,3.3M,500.0,Free,0,Everyone,Tools,15-Jun-18,1.8,2.1 and up,4.9,3.3,2018.0,1.8,2.1,1,30,0,104
Ek Kahani Aisi Bhi Season 2 - The Horror Story,FAMILY,28,5.6M,1000.0,Free,0,Teen,Entertainment,20-Jul-18,1.3,5.0 and up,4.5,5.6,2018.0,1.3,5.0,1,12,0,52
Ek Bander Ne Kholi Dukan,FAMILY,10,3.0M,10000.0,Free,0,Everyone,Entertainment,26-Jun-17,1.0.9,4.0 and up,5.0,3.0,2017.0,1.0,4.0,1,12,0,52
Ek Kahani Aisi Bhi Season 3 - The Horror Story,FAMILY,1,5.8M,100.0,Free,0,Teen,Entertainment,21-Jul-18,1.1,5.0 and up,3.0,5.8,2018.0,1.1,5.0,1,12,0,52
Sai Baba - Sabka Malik Ek,PRODUCTIVITY,42,38M,1000.0,Free,0,Everyone,Productivity,26-May-18,1.4,4.0 and up,4.9,38.0,2018.0,1.4,4.0,1,26,0,79
Airplane Pilot Car Transporter,FAMILY,182363,62M,10000000.0,Free,0,Everyone,Simulation,27-Jul-18,2.1.8,4.1 and up,4.1,62.0,2018.0,2.1,4.1,1,12,0,94
Ek Kauwa Pyasa Tha,FAMILY,35,3.1M,50000.0,Free,0,Everyone,Entertainment,25-Jun-17,1.3.6,4.0 and up,4.1,3.1,2017.0,1.3,4.0,1,12,0,52
SIM Card Info,TOOLS,4234,1.9M,1000000.0,Free,0,Everyone,Tools,25-May-18,5.3.9,4.0 and up,4.1,1.9,2018.0,5.3,4.0,1,30,0,104
Sanu Ek Pal Chain Song Videos - RAID Movie Songs,FAMILY,11,4.3M,5000.0,Free,0,Everyone,Entertainment,8-Mar-18,1.2.8,4.0.3 and up,4.9,4.3,2018.0,1.2,4.0,1,12,0,52
"Phogy, 3D Camera",PHOTOGRAPHY,35725,9.9M,1000000.0,Free,0,Everyone,Photography,11-Feb-15,1.4,4.0 and up,4.0,9.9,2015.0,1.4,4.0,1,25,0,78
Exiled Kingdoms RPG,FAMILY,49210,99M,1000000.0,Free,0,Everyone 10+,Role Playing,5-Jul-18,1.2.1107,4.1 and up,4.6,99.0,2018.0,1.2,4.1,1,12,0,88
Voice Lock Screen,LIFESTYLE,6667,2.7M,1000000.0,Free,0,Everyone,Lifestyle,2-Apr-18,2.4.2,4.0 and up,3.7,2.7,2018.0,2.4,4.0,1,19,0,65
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,5,64M,100.0,Free,0,Everyone,Entertainment,19-Jan-18,1.1,4.4 and up,5.0,64.0,2018.0,1.1,4.4,1,12,0,52
Bus Driver 3D: Hill Station,FAMILY,31705,49M,5000000.0,Free,0,Everyone,Simulation,6-Nov-17,1.7,4.1 and up,4.3,49.0,2017.0,1.7,4.1,1,12,0,94
Extreme Motorbike Jump 3D,FAMILY,94308,79M,10000000.0,Free,0,Everyone,Simulation,25-Dec-16,4.2,2.3.3 and up,4.0,79.0,2016.0,4.2,2.3,1,12,0,94
El Pollo Loco - Loco Rewards,FOOD_AND_DRINK,848,25M,100000.0,Free,0,Everyone,Food & Drink,23-Feb-18,2.1,4.1 and up,4.0,25.0,2018.0,2.1,4.1,1,14,0,60
El Chavo,FAMILY,751,49M,10000.0,Paid,0.99,Everyone,Casual,4-Nov-14,1.2.9,2.3 and up,4.0,49.0,2014.0,1.2,2.3,0,12,1,27
EL AL Flights,TRAVEL_AND_LOCAL,1563,36M,100000.0,Free,0,Everyone,Travel & Local,24-May-18,4.3,4.2 and up,3.1,36.0,2018.0,4.3,4.2,1,31,0,106
DreamStream By EL AL,TRAVEL_AND_LOCAL,595,22M,100000.0,Free,0,Everyone,Travel & Local,18-Jan-16,3.4.20.6 / BuyDRM Labgency 4.8.22 / PED,4.0 and up,3.4,22.0,2016.0,3.4,4.0,1,31,0,106
Learn English with El Chavo.,FAMILY,6133,7.0M,100000.0,Free,0,Everyone,Education,1-Oct-15,6.2,2.3.3 and up,4.2,7.0,2015.0,6.2,2.3,1,12,0,39
Learn Math with el Chavo,FAMILY,840,60M,100000.0,Free,0,Everyone,Education,28-Jun-18,1.1,4.1 and up,4.2,60.0,2018.0,1.1,4.1,1,12,0,39
El Nuevo Día,NEWS_AND_MAGAZINES,8011,13M,500000.0,Free,0,Everyone 10+,News & Magazines,13-Jun-18,4.11.2,4.1 and up,4.1,13.0,2018.0,4.11,4.1,1,22,0,72
Learn to code with el Chavo,FAMILY,5933,60M,1000000.0,Free,0,Everyone,Educational,27-Mar-18,2.6,4.1 and up,3.9,60.0,2018.0,2.6,4.1,1,12,0,46
El Falı,FAMILY,36968,16M,1000000.0,Free,0,Everyone,Entertainment,3-Nov-17,1.2.9,2.3 and up,4.8,16.0,2017.0,1.2,2.3,1,12,0,52
El Laberinto del Demonio 2,FAMILY,3654,25M,100000.0,Free,0,Teen,Puzzle,14-Apr-17,1.0.1,4.0 and up,4.1,25.0,2017.0,1.0,4.0,1,12,0,80
Tigo Money El Salvador,FINANCE,4642,3.5M,100000.0,Free,0,Everyone,Finance,23-Jul-18,5.0.0,4.2 and up,4.3,3.5,2018.0,5.0,4.2,1,13,0,59
Hangman,FAMILY,23302,12M,5000000.0,Free,0,Everyone,Puzzle,24-Mar-18,1.0.6,4.0 and up,4.4,12.0,2018.0,1.0,4.0,1,12,0,80
El Dorado App,TRAVEL_AND_LOCAL,221,33M,10000.0,Free,0,Everyone,Travel & Local,6-Apr-18,2.4,4.1 and up,4.4,33.0,2018.0,2.4,4.1,1,31,0,106
Adivina el cantante de Trap y Reggaeton,GAME,1914,24M,100000.0,Free,0,Everyone,Trivia,29-Jun-18,3.6.7z,4.0.3 and up,4.5,24.0,2018.0,3.6,4.0,1,15,0,108
The translator,TOOLS,23805,4.1M,1000000.0,Free,0,Everyone,Tools,13-Aug-17,2.0.4,4.0.3 and up,4.5,4.1,2017.0,2.0,4.0,1,30,0,104
Fernanfloo,GAME,526595,49M,10000000.0,Free,0,Everyone 10+,Arcade,26-Jun-18,2.9,4.0.3 and up,4.8,49.0,2018.0,2.9,4.0,1,15,0,7
The dollar in mexico,FINANCE,4254,3.2M,100000.0,Free,0,Everyone,Finance,29-Aug-17,2.5,4.0 and up,4.5,3.2,2017.0,2.5,4.0,1,13,0,59
Real Madrid App,SPORTS,161423,73M,5000000.0,Free,0,Everyone,Sports,1-Aug-18,6.5.3,5.0 and up,4.6,73.0,2018.0,6.5,5.0,1,29,0,99
OWLIE BOO,FAMILY,834,22M,100000.0,Free,0,Everyone,Puzzle;Education,15-Mar-18,1.8.11,4.0 and up,4.6,22.0,2018.0,1.8,4.0,1,12,0,84
The Game of Life,GAME,18652,63M,100000.0,Paid,2.99,Everyone,Board,4-Jul-18,2.1.2,4.4 and up,4.4,63.0,2018.0,2.1,4.4,0,15,40,16
The Holy Rosary,LIFESTYLE,56197,15M,1000000.0,Free,0,Everyone,Lifestyle,6-Aug-18,1.6.17,1.6 and up,4.7,15.0,2018.0,1.6,1.6,1,19,0,65
Western Union US - Send Money Transfers Quickly,FINANCE,80904,16M,5000000.0,Free,0,Everyone,Finance,5-Jul-18,5.7,4.1 and up,4.5,16.0,2018.0,5.7,4.1,1,13,0,59
"Maps, GPS Navigation & Directions, Street View",MAPS_AND_NAVIGATION,207440,6.4M,10000000.0,Free,0,Everyone,Maps & Navigation,23-Jul-18,7.0.3,4.0 and up,4.2,6.4,2018.0,7.0,4.0,1,20,0,67
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,2923,25M,100000.0,Paid,24.99,Everyone,Medical,25-May-18,2018.5.47,5.0 and up,4.5,25.0,2018.0,2018.5,5.0,0,21,42,68
Narcos: Cartel Wars,FAMILY,244797,52M,5000000.0,Free,0,Teen,Strategy,30-Jul-18,1.24.09,4.0.3 and up,4.7,52.0,2018.0,1.24,4.0,1,12,0,101
Get 'Em,GAME,7904,21M,500000.0,Free,0,Everyone 10+,Action,26-Oct-16,1.6.7,4.0.3 and up,4.1,21.0,2016.0,1.6,4.0,1,15,0,1
EM Launcher for EMUI,PERSONALIZATION,3175,2.3M,500000.0,Free,0,Everyone,Personalization,6-Apr-18,1.0.6,4.1 and up,4.1,2.3,2018.0,1.0,4.1,1,24,0,77
Beach Shoot Em Up: Head Hunter,GAME,1218,15M,500000.0,Free,0,Everyone 10+,Action,6-Mar-18,1.0.9,2.3 and up,4.4,15.0,2018.0,1.0,2.3,1,15,0,1
Connect'Em,FAMILY,49381,6.8M,1000000.0,Free,0,Everyone,Puzzle,25-Jun-18,1.0.17,2.0 and up,4.5,6.8,2018.0,1.0,2.0,1,12,0,80
Stick 'Em Up 2 Starter Edition,GAME,2102,40M,100000.0,Free,0,Everyone 10+,Action,11-Sep-15,1.1.3,4.0.3 and up,3.8,40.0,2015.0,1.1,4.0,1,15,0,1
Texas Hold’em Poker + | Social,GAME,4416,59M,500000.0,Free,0,Teen,Casino,18-Jan-17,2.1.7,4.0.3 and up,3.5,59.0,2017.0,2.1,4.0,1,15,0,26
Game for KIDS: KIDS match'em,FAMILY,7006,6.9M,1000000.0,Free,0,Everyone,Education,23-Oct-16,1.17,2.3 and up,4.4,6.9,2016.0,1.17,2.3,1,12,0,39
Texas Hold'em Poker,GAME,12846,14M,1000000.0,Free,0,Teen,Casino,29-Dec-17,3.3,4.1 and up,3.6,14.0,2017.0,3.3,4.1,1,15,0,26
Nuke Em All,FAMILY,2714,52M,500000.0,Free,0,Mature 17+,Casual,19-Nov-17,1.1.8,4.1 and up,3.4,52.0,2017.0,1.1,4.1,1,12,0,27
Fun Texas Hold'em Poker,GAME,32831,24M,500000.0,Free,0,Teen,Casino,12-May-17,17.05.11,4.0.3 and up,4.5,24.0,2017.0,17.05,4.0,1,15,0,26
Elevator Simulator Lift EM ALL,FAMILY,2941,28M,100000.0,Free,0,Teen,Simulation,31-Jul-18,2.4.1343-prod,4.0.3 and up,4.4,28.0,2018.0,2.4,4.0,1,12,0,94
Punch em,GAME,2208,4.4M,500000.0,Free,0,Everyone,Arcade,24-May-18,2.0.8,4.1 and up,4.1,4.4,2018.0,2.0,4.1,1,15,0,7
Boyaa Poker (En) – Social Texas Hold’em,GAME,71468,51M,1000000.0,Free,0,Teen,Card,12-Jun-18,5.8.0,4.1 and up,4.3,51.0,2018.0,5.8,4.1,1,15,0,23
World Series of Poker – WSOP Free Texas Holdem,GAME,910051,76M,10000000.0,Free,0,Teen,Card,2-Aug-18,5.11.0,4.1 and up,4.5,76.0,2018.0,5.11,4.1,1,15,0,23
Connect'Em Halloween,FAMILY,6673,4.4M,500000.0,Free,0,Everyone,Puzzle,23-Sep-16,1.0.7,2.0 and up,4.5,4.4,2016.0,1.0,2.0,1,12,0,80
Texas Holdem Poker Pro,GAME,114479,26M,5000000.0,Free,0,Teen,Card,20-Dec-17,4.7.0,3.0 and up,4.5,26.0,2017.0,4.7,3.0,1,15,0,23
HANGAME Casino - Baccarat & Texas Hold'em,GAME,8608,46M,500000.0,Free,0,Teen,Casino,17-May-18,1.4.5,4.1 and up,4.1,46.0,2018.0,1.4,4.1,1,15,0,26
PokerStars Play: Free Texas Holdem Poker Game,GAME,14989,78M,500000.0,Free,0,Teen,Card,6-Jul-18,1.9.2,4.0.3 and up,4.6,78.0,2018.0,1.9,4.0,1,15,0,23
Texas Holdem Poker,GAME,127831,26M,10000000.0,Free,0,Teen,Card,20-Dec-17,4.7.0,3.0 and up,4.0,26.0,2017.0,4.7,3.0,1,15,0,23
LocaToWeb - Live GPS tracking,SPORTS,200,3.0M,1000.0,Paid,2.49,Everyone,Sports,2-Aug-18,3.9.1,5.0 and up,4.6,3.0,2018.0,3.9,5.0,0,29,33,99
TRANSFORMERS: Forged to Fight,GAME,291941,90M,10000000.0,Free,0,Everyone 10+,Action,27-Jul-18,6.3.2,4.0.3 and up,4.6,90.0,2018.0,6.3,4.0,1,15,0,1
Texas Holdem & Omaha Poker: Pokerist,GAME,187200,28M,10000000.0,Free,0,Teen,Card,31-Jul-18,18.4.0,4.1 and up,4.3,28.0,2018.0,18.4,4.1,1,15,0,23
Governor of Poker 2 - OFFLINE POKER GAME,GAME,246538,60M,5000000.0,Free,0,Teen,Card,6-Mar-18,3.0.8,2.3 and up,4.3,60.0,2018.0,3.0,2.3,1,15,0,23
Squadron - Bullet Hell Shooter,GAME,177542,40M,10000000.0,Free,0,Everyone,Arcade,2-May-16,1.0.7,2.3 and up,4.2,40.0,2016.0,1.0,2.3,1,15,0,7
Telemundo Deportes - En Vivo,SPORTS,36255,25M,1000000.0,Free,0,Everyone,Sports,1-Aug-18,5.10.5,4.1 and up,4.5,25.0,2018.0,5.1,4.1,1,29,0,99
Holy Knight EN,FAMILY,26202,41M,1000000.0,Free,0,Teen,Role Playing,5-May-18,1.1.700,2.3 and up,4.0,41.0,2018.0,1.1,2.3,1,12,0,88
English in a Month Free,FAMILY,6577,13M,1000000.0,Free,0,Everyone,Education,23-Jul-17,1.28,4.1 and up,3.8,13.0,2017.0,1.28,4.1,1,12,0,39
Learn Body Parts in English,FAMILY,7243,42M,1000000.0,Free,0,Everyone,Education,6-Dec-16,5.13,2.3 and up,4.0,42.0,2016.0,5.13,2.3,1,12,0,39
"NewsDog - Latest News, Breaking News, Local News",NEWS_AND_MAGAZINES,291901,4.3M,10000000.0,Free,0,Mature 17+,News & Magazines,20-Jul-18,2.6.0,4.1 and up,4.4,4.3,2018.0,2.6,4.1,1,22,0,72
HTC Sense Input - EN,TOOLS,24175,8.5M,5000000.0,Free,0,Everyone,Tools,30-Oct-15,1.0.612931,5.0 and up,4.3,8.5,2015.0,1.0,5.0,1,30,0,104
"busuu: Learn Languages - Spanish, English & More",FAMILY,207294,21M,10000000.0,Free,0,Everyone 10+,Education,1-Aug-18,13.9.0.161,5.0 and up,4.3,21.0,2018.0,13.9,5.0,1,12,0,39
